f1,f4,f8,f12,f13,f14,f19,f24,f28,f30,f32,f35,f36,f50,f52,f53,f54,f60,f66,f74,f76,f81,f82,f86,f89,f90,class
0.494254,0.134379,0.128936,0.120248,0.438231,0.111468,0.338866,0.144259,0.301403,0.321128,0.315475,0.116628,0.264213,0.389827,0.423498,0.259675,0.558063,0.722227,0.882024,0.83735,0.743447,0.682401,0.904908,0.918373,0.671203,0.854875,3
0.328732,0.384372,0.389942,0.389238,0.310019,0.388539,0.274879,0.396717,0.473241,0.470418,0.440472,0.223325,0.367893,0.344638,0.341537,0.138953,0.416129,0.44444,0.558993,0.503019,0.450266,0,0.616568,0.693883,0.044748,0.696574,3
0.425286,0.418743,0.42453,0.424044,0.414912,0.423567,0.374407,0.396717,0.467607,0.467607,0.443454,0.191061,0.361203,0.423728,0.450822,0,0.580652,0.722227,0.853931,0.843375,0.748684,0.354075,0.904908,0.909619,0.474713,0.841687,3
0.51724,0.35312,0.358493,0.363919,0.501163,0.363059,0.45023,0.35737,0.436613,0.433801,0.41369,0.263031,0.367893,0.454798,0.464478,0.175402,0.596775,0.697533,0.845511,0.822295,0.727751,0.515021,0.855823,0.857149,0.552534,0.796835,3
0.328732,0.384372,0.389942,0.389238,0.310019,0.388539,0.274879,0.396717,0.473241,0.470418,0.440472,0.223325,0.367893,0.344638,0.341537,0.138953,0.416129,0.44444,0.558993,0.503019,0.450266,0,0.616568,0.693883,0.044748,0.696574,3
0.425286,0.418743,0.42453,0.424044,0.414912,0.423567,0.374407,0.396717,0.467607,0.467607,0.443454,0.191061,0.361203,0.423728,0.450822,0,0.580652,0.722227,0.853931,0.843375,0.748684,0.354075,0.904908,0.909619,0.474713,0.841687,3
0.51724,0.35312,0.358493,0.363919,0.501163,0.363059,0.45023,0.35737,0.436613,0.433801,0.41369,0.263031,0.367893,0.454798,0.464478,0.175402,0.596775,0.697533,0.845511,0.822295,0.727751,0.515021,0.855823,0.857149,0.552534,0.796835,3
0.485055,0.084374,0.088059,0.088601,0.480182,0.085987,0.485782,0.068852,0.18873,0.194365,0.157743,0.794046,0.09699,0.381358,0.418033,1,0.554843,0.645067,0.778089,0.734944,0.651834,0.701716,0.785274,0.81342,0.601167,0.751981,4
0.616089,0.074992,0.072327,0.066454,0.641017,0.063686,0.706156,0.108197,0.276056,0.307037,0.309521,1,0.327756,0.497181,0.513662,0.8451,0.64194,0.700613,0.797759,0.698798,0.609947,0.472097,0.717796,0.743443,0.484439,0.701851,4
0.319545,0.025,0.028312,0.031648,0.305353,0.035028,0.281984,0.049176,0.180286,0.180284,0.130949,0.325058,0.023405,0,0,0.460141,0,0.027774,0.168542,0.075302,0.09424,0.671673,0.199383,0.294463,0.710119,0.343007,4
0.526439,0.35312,0.358493,0.370249,0.515142,0.369429,0.497629,0.386887,0.45915,0.456338,0.41666,0.59553,0.324418,0.237285,0.23224,0.767656,0.277415,0.290121,0.407307,0.334344,0.316753,1,0.404901,0.469392,1,0.472299,4
0.563224,0.312498,0.317616,0.319612,0.557105,0.324839,0.535547,0.354098,0.456339,0.459149,0.410707,0.602984,0.28093,0.203394,0.251372,0.931659,0.367745,0.54012,0.761233,0.906626,0.819364,0.650205,0.929448,0.830903,0.577821,0.686019,4
0.547131,0.115626,0.116356,0.120248,0.540787,0.117837,0.5237,0.121314,0.242251,0.239438,0.196432,0.739458,0.113707,0.384177,0.431689,0.972667,0.577419,0.620373,0.797759,0.795178,0.709419,0.491412,0.828221,0.807588,0.443582,0.744059,4
0.367821,0.065623,0.069189,0.072783,0.356644,0.073248,0.338866,0.049176,0.16056,0.169016,0.151791,0.803975,0.153843,0.48305,0.497267,0.831438,0.629036,0.703707,0.820234,0.753005,0.672767,0.435619,0.812876,0.819251,0.377428,0.751981,4
0.351729,0.178118,0.182393,0.180375,0.35897,0.162412,0.405207,0.183607,0.329575,0.3493,0.333334,0.736982,0.317729,0.610173,0.617483,0.731207,0.758065,0.796293,0.862366,0.798196,0.709419,0.369097,0.840491,0.848395,0.348249,0.791556,4
0.379314,0.171867,0.176103,0.180375,0.375288,0.175154,0.39336,0.157376,0.273244,0.276055,0.247024,0.687347,0.19398,0.47458,0.502732,0.81321,0.635488,0.706787,0.831471,0.792172,0.706808,0.480684,0.852764,0.86298,0.424129,0.802112,4
0.365515,0.099995,0.097485,0.11076,0.351981,0.111468,0.327007,0.101641,0.211268,0.205633,0.166667,0.60546,0.09699,0.262715,0.28415,0.817766,0.370964,0.509267,0.688206,0.695779,0.633503,0.515021,0.806754,0.827992,0.447475,0.773091,4
0.367821,0.175,0.179254,0.180375,0.35897,0.178343,0.374407,0.134431,0.250707,0.256341,0.229165,0.744422,0.18394,0.449148,0.472682,0.804105,0.596775,0.69136,0.825851,0.789153,0.704183,0.431325,0.849688,0.848395,0.381321,0.773091,4
0.413793,0.078123,0.081769,0.088601,0.398595,0.089164,0.376772,0.111469,0.233805,0.233803,0.190478,0.41191,0.093638,0.093222,0.133884,0.79499,0.222579,0.429013,0.679784,0.707828,0.662307,0.465662,0.846626,0.860058,0.37938,0.786279,4
0.441378,0.065623,0.062899,0.060124,0.468528,0.054137,0.469194,0.052463,0.185919,0.185919,0.139886,0.647642,0.046826,0.112992,0.125692,0.858774,0.17096,0.256173,0.435399,0.421694,0.403142,0.939912,0.58589,0.664726,0.896893,0.656987,4
0.406899,0.212503,0.213841,0.212022,0.410248,0.207002,0.407583,0.186879,0.290134,0.281688,0.235118,0.558314,0.133775,0.161013,0.172138,0.728934,0.216126,0.28704,0.443821,0.406626,0.38481,0.787553,0.536807,0.597671,0.776262,0.60158,4
0.480456,0.196869,0.191834,0.189875,0.487171,0.184713,0.485782,0.173763,0.278879,0.276055,0.232148,0.640201,0.133775,0.169494,0.174864,0.79499,0.229031,0.299388,0.449439,0.40362,0.374349,0.793988,0.542942,0.603502,0.778215,0.604224,4
0.406899,0.096874,0.094349,0.091772,0.412586,0.089164,0.414689,0.085238,0.208445,0.208444,0.160713,0.585614,0.080259,0.175143,0.191258,0.783601,0.248387,0.336426,0.502809,0.463853,0.442406,0.787553,0.607358,0.670557,0.750975,0.656987,4
0.455176,0.171867,0.172964,0.174043,0.4592,0.171974,0.462089,0.17049,0.278879,0.276055,0.232148,0.62283,0.137127,0.166663,0.174864,0.801821,0.225812,0.299388,0.452255,0.412651,0.387433,0.819739,0.533745,0.615165,0.793775,0.614779,4
0.425286,0.165618,0.169813,0.174043,0.414912,0.171974,0.431277,0.157376,0.278879,0.290134,0.267851,0.75434,0.227428,0.403959,0.426236,0.847386,0.532254,0.601853,0.727535,0.728921,0.651834,0.536477,0.806754,0.827992,0.484439,0.781002,4
0.374714,0.343751,0.352204,0.354432,0.379951,0.353497,0.405207,0.370485,0.487321,0.509857,0.505953,0.630271,0.511695,0.655375,0.661201,0.676539,0.806449,0.833333,0.898879,0.819276,0.719891,0.332619,0.852764,0.854226,0.317118,0.786279,4
0.268962,0.362502,0.367935,0.373421,0.254075,0.382169,0.227491,0.406561,0.478876,0.470418,0.428566,0.354834,0.334445,0.401128,0.426236,0.619587,0.548391,0.657413,0.797759,0.753005,0.670156,0.319738,0.825146,0.830903,0.256809,0.749336,4
0.3977,0.321867,0.327044,0.335443,0.393931,0.337579,0.424171,0.41639,0.552109,0.580279,0.580357,0.56079,0.581942,0.615823,0.622948,0.574034,0.761297,0.808641,0.879222,0.728921,0.623031,0.261803,0.680983,0.670557,0.239296,0.614779,4
0.374714,0.343751,0.352204,0.354432,0.379951,0.353497,0.405207,0.370485,0.487321,0.509857,0.505953,0.630271,0.511695,0.655375,0.661201,0.676539,0.806449,0.833333,0.898879,0.819276,0.719891,0.332619,0.852764,0.854226,0.317118,0.786279,4
0.268962,0.362502,0.367935,0.373421,0.254075,0.382169,0.227491,0.406561,0.478876,0.470418,0.428566,0.354834,0.334445,0.401128,0.426236,0.619587,0.548391,0.657413,0.797759,0.753005,0.670156,0.319738,0.825146,0.830903,0.256809,0.749336,4
0.3977,0.321867,0.327044,0.335443,0.393931,0.337579,0.424171,0.41639,0.552109,0.580279,0.580357,0.56079,0.581942,0.615823,0.622948,0.574034,0.761297,0.808641,0.879222,0.728921,0.623031,0.261803,0.680983,0.670557,0.239296,0.614779,4
0.721842,0.393741,0.39937,0.35759,0.706287,0.312099,0.642181,0.127873,0.214079,0.208444,0.160713,0.406945,0.080259,0.42656,0.475408,0.364466,0.635488,0.799388,0.921354,0.746995,0.633503,0.78326,0.677909,0.629737,0.723738,0.527707,5
0.774719,0.474998,0.481138,0.458864,0.759903,0.426745,0.72512,0.226225,0.261976,0.233803,0.169636,0.466497,0.046826,0.288135,0.341537,0.257404,0.493555,0.740748,0.963485,0.879521,0.732987,0.695271,0.74846,0.676388,0.675095,0.554094,5
0.772413,0.421875,0.427682,0.427216,0.764567,0.407635,0.72512,0.232784,0.2845,0.261974,0.196432,0.491321,0.083611,0.336156,0.382517,0.261961,0.529035,0.70988,0.862366,0.810246,0.693712,0.703858,0.733128,0.690961,0.721785,0.60158,5
0.427591,0.246874,0.251579,0.256329,0.414912,0.251591,0.376772,0.190166,0.292959,0.276055,0.2619,0.163774,0.250834,0.4887,0.505459,0.273349,0.625803,0.706787,0.851129,0.731927,0.636127,0.671673,0.705525,0.655985,0.659535,0.538262,5
0.372421,0.393741,0.41195,0.395568,0.363634,0.385347,0.414689,0.33771,0.430991,0.450704,0.452377,0.838715,0.50502,0.604523,0.595623,0.571749,0.706448,0.679013,0.660113,0.454823,0.38481,0.371238,0.432517,0.46647,0.457201,0.440634,5
0.482762,0.156249,0.157232,0.164557,0.475518,0.165604,0.457348,0.186879,0.242251,0.214079,0.157743,0.2531,0.130438,1,1,0.416861,0.987095,0.740748,0.617981,0.259044,0.188476,0.583684,0.141104,0.209913,0.457201,0.255934,5
0.678164,0.1625,0.169813,0.170887,0.659673,0.159235,0.518959,0.127873,0.321129,0.369014,0.389879,0.290318,0.461531,0.689264,0.680323,0.687927,0.799998,0.703707,0.654495,0.340369,0.267017,0.639477,0.257663,0.297372,0.570036,0.300788,5
0.731041,0.143746,0.150942,0.126578,0.692308,0.098726,0.582934,0.016389,0.166194,0.183097,0.166667,0.297771,0.167223,0.514132,0.538248,0.432807,0.674201,0.753094,0.817418,0.623497,0.53403,0.800423,0.542942,0.501459,0.789882,0.427435,5
0.731041,0.22499,0.226421,0.218352,0.720278,0.191085,0.642181,0.085238,0.225348,0.242248,0.226194,0.352358,0.257522,0.604523,0.622948,0.548973,0.774188,0.76544,0.755627,0.472896,0.382197,0.839053,0.355831,0.329451,0.747083,0.295509,5
0.793105,0.296879,0.301899,0.306966,0.787873,0.302551,0.753556,0.144259,0.185919,0.163383,0.107138,0.503727,0.016716,0.387008,0.434428,0.432807,0.580652,0.70988,0.808996,0.59638,0.492142,0.81115,0.46933,0.425663,0.787941,0.35884,5
0.710349,0.209372,0.213841,0.212022,0.708625,0.210194,0.668239,0.140987,0.236615,0.22817,0.178572,0.464021,0.07357,0.333338,0.368849,0.407746,0.487103,0.604933,0.74439,0.614454,0.528794,0.744629,0.558287,0.530616,0.741249,0.467022,5
0.896553,0.490618,0.496856,0.503158,0.892767,0.503184,0.886249,0.390159,0.380283,0.338032,0.249994,0.786604,0.040137,0.186445,0.259564,0.334848,0.406458,0.660493,0.867984,0.798196,0.685863,0.86051,0.720857,0.68222,0.832691,0.58047,5
0.579316,0.134379,0.132087,0.09493,0.431229,0.092356,0.22275,0.360655,0.518303,0.571834,0.601186,0.255578,0.658864,0.720346,0.693991,0.68337,0.812902,0.737653,0.752812,0.436749,0.335073,0.832607,0.251527,0.227408,0.653701,0.200526,5
0.45747,0.137497,0.128936,0.10126,0.36596,0.076425,0.203785,0.209839,0.36338,0.408453,0.434519,0.133997,0.829425,0.765536,0.718577,0.790433,0.809682,0.65124,0.553375,0.171693,0.104712,0.557933,0.05522,0.125366,0.443582,0.158309,5
0.542532,0.165618,0.163522,0.132907,0.466202,0.111468,0.30569,0.193438,0.416899,0.450704,0.440472,0.101733,0.424746,0.768367,0.797811,0.523924,1,1,0.969105,0.710847,0.58639,0.892695,0.515339,0.425663,0.815178,0.2876,5
0.514946,0.137497,0.135226,0.132907,0.494173,0.127384,0.398101,0.104913,0.259153,0.276055,0.270834,0.106697,0.264213,0.372877,0.407103,0.184504,0.538706,0.71296,0.912919,0.945778,0.848168,0.721021,0.996927,0.941699,0.842417,0.804744,5
0.556318,0.146867,0.147804,0.136081,0.494173,0.117837,0.272514,0.196722,0.36338,0.408453,0.425596,0.062026,0.511695,0.802268,0.80874,0.628702,0.974191,0.898147,0.803378,0.421694,0.337697,0.753216,0.211653,0.174924,0.459142,0.189972,5
0.498854,0.153116,0.150942,0.098101,0.349643,0.089164,0.132704,0.28196,0.45915,0.523937,0.574404,0.24566,0.655512,0.725996,0.699456,0.861047,0.809682,0.666667,0.58427,0.189756,0.130891,0.600858,0.104291,0.169093,0.429963,0.203171,5
0.388501,0.534371,0.540885,0.550637,0.377613,0.554144,0.353078,0.531146,0.574646,0.5662,0.532734,0.243171,0.468221,0.508482,0.516389,0.154898,0.658064,0.873453,0.935394,0.780124,0.657071,0.512868,0.705525,0.68222,0.480547,0.620056,5
0.422992,0.740625,0.745283,0.75,0.41725,0.751585,0.398101,0.708195,0.687318,0.650701,0.595233,0.357323,0.47491,0.454798,0.461752,0.132121,0.570967,0.69136,0.896077,0.894578,0.795807,0.388412,0.941721,0.912541,0.484439,0.807389,5
0.331037,0.656249,0.660378,0.670886,0.319346,0.675159,0.300949,0.672134,0.670416,0.64789,0.601186,0.258067,0.498331,0.420909,0.423498,0.100231,0.525802,0.638893,0.837076,0.85843,0.772251,0.203858,0.960126,0.956271,0.33463,0.870708,5
0.388501,0.534371,0.540885,0.550637,0.377613,0.554144,0.353078,0.531146,0.574646,0.5662,0.532734,0.243171,0.468221,0.508482,0.516389,0.154898,0.658064,0.873453,0.935394,0.780124,0.657071,0.512868,0.705525,0.68222,0.480547,0.620056,5
0.422992,0.740625,0.745283,0.75,0.41725,0.751585,0.398101,0.708195,0.687318,0.650701,0.595233,0.357323,0.47491,0.454798,0.461752,0.132121,0.570967,0.69136,0.896077,0.894578,0.795807,0.388412,0.941721,0.912541,0.484439,0.807389,5
0.331037,0.656249,0.660378,0.670886,0.319346,0.675159,0.300949,0.672134,0.670416,0.64789,0.601186,0.258067,0.498331,0.420909,0.423498,0.100231,0.525802,0.638893,0.837076,0.85843,0.772251,0.203858,0.960126,0.956271,0.33463,0.870708,5
0.839088,0.403124,0.408812,0.414556,0.834501,0.417197,0.812791,0.429506,0.495778,0.490143,0.452377,0.734493,0.374582,0.307905,0.300544,0.551258,0.35806,0.36728,0.471913,0.364454,0.332461,0.261803,0.417172,0.451898,0.241249,0.43008,6
0.885061,0.399992,0.402522,0.408227,0.883441,0.410827,0.869662,0.439336,0.515492,0.512668,0.482142,0.841192,0.411367,0.327687,0.316939,0.642375,0.374197,0.379627,0.485953,0.382528,0.340309,0.29614,0.407975,0.448976,0.252917,0.43799,6
0.878167,0.443745,0.449689,0.455692,0.871786,0.458595,0.841226,0.462295,0.526761,0.521126,0.488094,0.732018,0.40803,0.350288,0.341537,0.494305,0.409677,0.42284,0.514046,0.397596,0.350781,0.160944,0.420246,0.454808,0.16926,0.43799,6
0.843677,0.512501,0.522015,0.531648,0.834501,0.538212,0.812791,0.567207,0.625354,0.625353,0.601186,0.791568,0.555184,0.454798,0.434428,0.583149,0.509678,0.506173,0.592704,0.512049,0.447642,0.242488,0.668712,0.658894,0.235415,0.625334,6
0.841381,0.443745,0.443399,0.452534,0.836826,0.458595,0.822273,0.485241,0.557743,0.557742,0.529764,0.885861,0.478262,0.415259,0.401638,0.883834,0.477418,0.487653,0.578652,0.472896,0.424086,0.740335,0.512265,0.536447,0.649809,0.498675,6
0.944831,0.375003,0.383653,0.38608,0.939395,0.388539,0.924167,0.41639,0.495778,0.495778,0.470236,0.99256,0.404678,0.353107,0.341537,0.979496,0.41291,0.42284,0.516861,0.385547,0.342933,0.751064,0.420246,0.454808,0.663428,0.43799,6
0.813797,0.609377,0.619501,0.62975,0.808854,0.633761,0.793837,0.665576,0.709855,0.709854,0.693448,0.838715,0.655512,0.564971,0.549178,0.699316,0.648393,0.648147,0.721916,0.635546,0.570682,0.358369,0.714722,0.734702,0.322962,0.680742,6
0.829889,0.596876,0.603783,0.610761,0.827499,0.614652,0.789096,0.655732,0.704221,0.70422,0.687495,0.697277,0.648823,0.562152,0.543713,0.507978,0.64194,0.641973,0.696627,0.590356,0.526171,0.160944,0.659503,0.685129,0.186773,0.641155,6
0.83449,0.609377,0.613211,0.623421,0.825172,0.627391,0.791462,0.66229,0.71549,0.718312,0.708337,0.729529,0.678932,0.601692,0.584694,0.551258,0.690325,0.69136,0.747193,0.632528,0.552351,0.231759,0.671773,0.696792,0.204284,0.654354,6
0.822995,0.565624,0.572334,0.575942,0.825172,0.576432,0.800945,0.622942,0.681684,0.687318,0.67262,0.719611,0.635444,0.562152,0.549178,0.558088,0.654845,0.663587,0.735956,0.638552,0.573295,0.163085,0.726993,0.755106,0.173152,0.707117,6
0.862074,0.518752,0.525167,0.534806,0.855469,0.531842,0.829378,0.586881,0.653525,0.653524,0.633933,0.808939,0.595321,0.516951,0.502732,0.685654,0.593556,0.601853,0.691009,0.590356,0.526171,0.379825,0.650306,0.670557,0.336581,0.635877,6
0.868968,0.496868,0.506297,0.512659,0.862471,0.512732,0.83886,0.557378,0.622531,0.628164,0.610121,0.816379,0.568563,0.5,0.489076,0.678812,0.583871,0.59568,0.67135,0.58735,0.523558,0.364803,0.634974,0.658894,0.31907,0.622689,6
0.728735,0.51562,0.522015,0.528476,0.710951,0.531842,0.682463,0.547534,0.605628,0.599993,0.571421,0.660047,0.508358,0.423728,0.415306,0.501136,0.490322,0.503093,0.595507,0.463853,0.405754,0.163085,0.487723,0.516031,0.149808,0.498675,6
0.76552,0.525002,0.531457,0.537977,0.743586,0.538212,0.710898,0.560649,0.616896,0.614085,0.58928,0.672465,0.528426,0.43786,0.426236,0.519366,0.506459,0.509267,0.598323,0.49097,0.439794,0.225324,0.542942,0.562682,0.217902,0.522429,6
0.770119,0.550004,0.559754,0.563296,0.755239,0.566884,0.727486,0.590167,0.642257,0.642256,0.616074,0.699753,0.565211,0.47458,0.461752,0.544415,0.548391,0.552467,0.632021,0.518074,0.460726,0.216737,0.549078,0.565604,0.233462,0.538262,6
0.852876,0.52187,0.525167,0.534806,0.829835,0.538212,0.796203,0.560649,0.619719,0.619719,0.595233,0.749389,0.541805,0.46328,0.450822,0.603641,0.535487,0.546293,0.640455,0.536148,0.473822,0.298281,0.570545,0.594749,0.260702,0.556727,6
0.83449,0.509369,0.518877,0.525318,0.836826,0.525472,0.822273,0.554092,0.619719,0.619719,0.598216,0.878421,0.551832,0.47458,0.459013,0.808664,0.541939,0.54012,0.620784,0.527104,0.471198,0.495705,0.592026,0.623906,0.433856,0.591025,6
0.864368,0.484367,0.490566,0.496828,0.829835,0.499992,0.786733,0.521302,0.585914,0.585913,0.562499,0.707193,0.508358,0.443498,0.431689,0.530754,0.509678,0.51544,0.603941,0.493976,0.439794,0.251075,0.539881,0.556851,0.252917,0.525062,6
0.494254,0.665619,0.679247,0.686703,0.484845,0.687899,0.452606,0.724582,0.766198,0.760563,0.747024,0.42184,0.712366,0.579103,0.560108,0.32346,0.658064,0.641973,0.71068,0.623497,0.554974,0.072967,0.680983,0.708455,0.085603,0.659632,6
0.489655,0.721873,0.723276,0.734182,0.48252,0.735667,0.459712,0.773772,0.808449,0.805637,0.797617,0.493797,0.769233,0.661025,0.64208,0.437353,0.761297,0.750001,0.808996,0.689754,0.609947,0.201716,0.714722,0.72304,0.192607,0.683375,6
0.510347,0.721873,0.729566,0.73734,0.496499,0.742037,0.4763,0.777045,0.811272,0.814083,0.806539,0.478903,0.77926,0.661025,0.644807,0.400915,0.767751,0.756173,0.814614,0.701804,0.623031,0.152357,0.745399,0.763847,0.145915,0.715039,6
0.482762,0.806249,0.814471,0.829113,0.4592,0.831216,0.400478,0.862297,0.867601,0.864791,0.836304,0.305212,0.809356,0.692095,0.674858,0.202735,0.799998,0.808641,0.876406,0.789153,0.698948,0.115879,0.843553,0.860058,0.165368,0.802112,6
0.372421,0.784378,0.783022,0.797465,0.356644,0.799366,0.324643,0.826223,0.845065,0.83943,0.827381,0.322582,0.795977,0.652544,0.628412,0.300683,0.738709,0.7284,0.789326,0.686749,0.609947,0.139487,0.739263,0.758015,0.143974,0.709762,6
0.606901,0.774996,0.770443,0.791135,0.596729,0.786626,0.554499,0.822951,0.839431,0.83943,0.83035,0.513643,0.785949,0.655375,0.633878,0.43508,0.745161,0.7284,0.792141,0.668675,0.58639,0.238194,0.693254,0.717208,0.268486,0.675464,6
0.774719,0.728124,0.745283,0.746828,0.769231,0.697447,0.753556,0.73114,0.816893,0.814083,0.803568,0.811415,0.785949,0.618642,0.590158,0.808664,0.680653,0.626547,0.643258,0.439755,0.371725,0.727467,0.383434,0.370258,0.715952,0.319264,7
0.774719,0.571874,0.578624,0.585443,0.766892,0.589172,0.751178,0.619671,0.667604,0.664781,0.639885,0.803975,0.57859,0.423728,0.401638,0.81321,0.464513,0.432107,0.491572,0.32832,0.287961,0.761803,0.328215,0.346945,0.754868,0.319264,7
0.668965,0.734374,0.742145,0.75,0.666663,0.754777,0.646922,0.790161,0.814083,0.805637,0.794646,0.689823,0.759192,0.548021,0.510924,0.692485,0.577419,0.493827,0.502809,0.286148,0.2356,0.626608,0.214729,0.218654,0.626463,0.184696,7
0.404594,0.740625,0.751573,0.759487,0.396269,0.761147,0.369666,0.770489,0.785911,0.766197,0.732135,0.42928,0.662202,0.43786,0.396174,0.425964,0.435486,0.351853,0.379214,0.18373,0.159684,0.354075,0.190186,0.236148,0.371594,0.242746,7
0.781612,0.781246,0.786174,0.794307,0.776221,0.802545,0.760663,0.836066,0.861968,0.861966,0.854163,0.821346,0.836114,0.720346,0.699456,0.826882,0.825805,0.82408,0.887642,0.804221,0.709419,0.755357,0.831283,0.830903,0.731523,0.759892,7
0.721842,0.781246,0.789312,0.797465,0.715615,0.802545,0.699051,0.839338,0.853522,0.847888,0.83035,0.751864,0.77926,0.539552,0.505459,0.769929,0.580652,0.5216,0.528098,0.316271,0.267017,0.716737,0.273008,0.276968,0.700392,0.240104,7
0.58621,0.856254,0.864789,0.870249,0.585076,0.863051,0.58057,0.816393,0.800003,0.774642,0.735118,0.635236,0.648823,0.429379,0.393447,0.637817,0.441938,0.3642,0.390452,0.16265,0.133505,0.596564,0.107364,0.148689,0.589499,0.163586,7
0.673565,0.853121,0.858499,0.86709,0.664337,0.866244,0.646922,0.862297,0.864791,0.856333,0.839287,0.712158,0.795977,0.612992,0.581967,0.731207,0.680653,0.645067,0.679784,0.509031,0.43717,0.688836,0.472391,0.46647,0.682881,0.414247,7
0.687364,0.853121,0.861638,0.870249,0.680654,0.875793,0.665875,0.895072,0.89014,0.876059,0.860114,0.707193,0.809356,0.573453,0.535522,0.728934,0.603227,0.524693,0.539323,0.331325,0.274865,0.680249,0.279143,0.268228,0.663428,0.226916,7
0.648273,0.846869,0.855348,0.863919,0.643355,0.869421,0.632698,0.872127,0.870424,0.853521,0.833333,0.679906,0.772572,0.53107,0.494541,0.710704,0.564515,0.503093,0.553375,0.364454,0.306281,0.641629,0.309821,0.300294,0.643965,0.248023,7
0.634487,0.853121,0.861638,0.86709,0.613047,0.872613,0.592417,0.849182,0.839431,0.822526,0.788695,0.647642,0.722407,0.485881,0.448084,0.687927,0.503226,0.435187,0.452255,0.231927,0.191101,0.622314,0.171781,0.174924,0.610893,0.142476,7
